ID,PredictedProb
0,0.352103942174
1,0.830316239316
2,0.832222222222
7,0.584177777778
10,0.787918634772
11,0.645515421285
13,0.937777777778
14,0.614112434819
15,0.934775873016
16,0.819452858079
17,0.74200884766
18,0.807777777778
19,0.937777777778
20,0.801307260912
25,0.981777777778
26,0.778044758684
29,0.774839701762
38,0.952481636534
41,0.935
44,0.56439924904
45,0.415777777778
47,0.69370128929
48,0.677531767591
49,0.915020216682
50,0.737629841285
53,0.43977690076
56,0.555179182273
59,0.838304240472
60,0.667575456083
64,0.814354822797
65,0.977333333333
66,0.715270548088
68,0.906401004728
69,0.655415611089
70,0.918472222222
71,0.779786992768
72,0.645522276585
76,0.797777777778
80,0.71773119858
82,0.630265519041
83,0.904864197531
85,0.887306183445
86,0.85839109844
87,0.748291362032
89,0.824467409246
97,0.839117880396
99,0.53726414883
101,0.848319126646
102,0.115778000956
103,0.656514911599
104,0.55669185588
106,0.953111111111
107,0.629218785175
109,0.87398501292
111,0.463043961117
113,0.837755555556
114,0.538876205703
118,0.867777777778
119,0.654721487904
120,0.90780804629
123,0.678738571434
128,0.350836714976
129,0.897089367642
131,0.914784770785
133,0.637644444444
134,0.683511111111
136,0.925777777778
137,0.632823764442
139,0.844654684476
140,0.901454064454
142,0.807253453797
144,0.713777823484
146,0.894400831408
147,0.68833124404
148,0.834753030303
150,0.247373737374
151,0.328035657809
152,0.949573049645
155,0.997555555556
158,0.922365079365
159,0.612773758598
160,0.97812345679
161,0.707872505207
165,0.963555555556
166,0.488462238648
170,0.942083660131
171,0.734007209634
174,0.640666666667
175,0.642187034795
179,0.796090001107
180,0.942034377968
181,0.943624362605
184,0.780783298502
185,0.449152102693
187,0.886956954157
188,0.831864592708
190,0.833479876161
191,0.663223332223
192,0.653060036654
193,0.821757171541
196,0.848296296296
197,0.535274841572
198,0.649918963157
205,0.293492063492
211,0.799433943834
213,0.780193549325
214,0.819888692179
217,0.633874031393
218,0.703792280702
221,0.731984491106
222,0.582470228556
225,0.846936095571
229,0.799132616487
236,0.600064252656
237,0.938692929293
238,0.731555610669
239,0.933304964539
242,0.711684300721
245,0.87070139995
246,0.803301951722
247,0.942519713262
248,0.978
254,0.853935668248
255,0.535481481481
257,0.936001939818
259,0.74450568723
264,0.849553113553
270,0.681199275071
272,0.937333333333
274,0.63565577342
275,0.606084249084
278,0.774822668478
280,0.276380011819
281,0.279974700855
282,0.353263681592
283,0.821313283983
284,0.955904761905
286,0.822555555556
287,0.910268309224
288,0.894
289,0.863255248872
290,0.450711111111
291,0.723966074951
294,0.531697318008
295,0.289658369757
297,0.508214404668
299,0.698472222222
305,0.785466666667
307,0.556908887352
308,0.825649279862
313,0.728695618069
314,0.641860700602
315,0.760208847312
316,0.932888888889
317,0.83874715474
319,0.644042536878
322,0.796732978971
323,0.796477777778
324,0.881888888889
326,0.895233716475
327,0.841147147147
329,0.954
330,0.113333333333
331,0.495337254902
336,0.416666666667
337,0.53191013724
338,0.806723474032
340,0.972444444444
345,0.411777777778
347,0.828688888889
348,0.820444444444
350,0.983777777778
352,0.797257191829
356,0.817036785418
357,0.878
358,0.93429774415
359,0.825740177836
361,0.837009238235
363,0.436698616199
364,0.825136935117
368,0.85716139366
376,0.96875800407
378,0.720319496437
382,0.74219047619
384,0.542678418803
385,0.933325587619
388,0.116481045752
389,0.93485042735
391,0.680946375043
392,0.773841269841
395,0.932400625978
396,0.910888888889
397,0.78311639725
399,0.755033109561
404,0.944222222222
407,0.327557373725
409,0.869185657255
410,0.765037037037
413,0.792756195214
414,0.557977008918
416,0.71045498967
418,0.774849943576
419,0.704368686869
420,0.861802961309
422,0.938052512727
423,0.786094284942
427,0.691727879528
429,0.971777777778
430,0.611425030309
431,0.788512534634
432,0.640689836887
433,0.918888888889
434,0.207333333333
436,0.767769984993
437,0.869206608447
451,0.854116207951
452,0.708815150618
454,0.686996788659
457,0.854429456372
458,0.847884330484
460,0.613560493827
461,0.923324074074
462,0.742233560692
463,0.765100844503
465,0.947011835948
467,0.893333333333
473,0.873152001496
474,0.940888888889
480,0.107573737374
481,0.7255422937
483,0.868354057704
484,0.56725974026
485,0.494838335738
487,0.925511416334
490,0.954444444444
491,0.907581490515
492,0.576819073221
496,0.820685353651
497,0.610222222222
498,0.748449919611
499,0.900666666667
501,0.770813009175
502,0.883936507937
503,0.830180326375
506,0.884248059617
507,0.673276287599
508,0.630403067231
509,0.698194237312
510,0.824462235117
511,0.862760233918
513,0.814846648301
515,0.888177777778
521,0.482658201058
522,0.80739920579
523,0.899292319434
525,0.919111111111
529,0.844205917408
530,0.63217454748
531,0.679713587045
533,0.813896108492
534,0.570035555556
535,0.961333333333
537,0.716937762453
541,0.55902525651
542,0.729363072287
543,0.562986795956
544,0.825584111849
545,0.657601456161
549,0.83743828976
550,0.868388888889
551,0.822737777778
553,0.621129973643
556,0.812256217623
558,0.493873725551
560,0.678222222222
563,0.544632478632
564,0.953054834055
567,0.437746405229
572,0.570138888889
573,0.924735742942
577,0.887290867485
583,0.716551031589
584,0.852534228584
585,0.749004998546
586,0.703016840095
588,0.745465960243
590,0.798977189557
591,0.792472756594
593,0.962333333333
594,0.725754430008
597,0.819806612751
598,0.687093906261
599,0.893555555556
603,0.772054351916
604,0.723450505051
606,0.925125923588
607,0.547407734441
609,0.611156001979
614,0.816760494975
615,0.864816874629
616,0.532462418806
617,0.875480519481
618,0.733157590054
619,0.802279023799
620,0.741177777778
623,0.709131243358
625,0.819118129104
626,0.691945928981
627,0.862222222222
632,0.984394074074
633,0.533614337532
634,0.844610999042
635,0.757802653903
636,0.846357663949
637,0.889139142998
638,0.715767762661
639,0.937354314574
642,0.517753678457
643,0.947777777778
644,0.981015873016
645,0.3792
646,0.77100304414
650,0.943939996493
653,0.590917772929
654,0.472793650794
655,0.56636496732
656,0.815737555635
657,0.817555555556
658,0.673983563068
660,0.408366402186
661,0.786225775071
668,0.903752891863
669,0.624847393591
671,0.824951292209
672,0.709484733792
676,0.973855555556
678,0.88682437276
680,0.794194129979
682,0.861333333333
684,0.882943405443
685,0.777333333333
686,0.610750226299
687,0.5807719444
694,0.314686385032
696,0.598179227053
697,0.700655938697
699,0.605599193934
702,0.946888888889
707,0.815461607004
708,0.915442061642
712,0.939333333333
717,0.911661896491
718,0.976101212351
720,0.591863910533
721,0.865327387588
723,0.826936053344
724,0.648938734282
727,0.564790849673
728,0.326942346542
731,0.933777777778
733,0.801111111111
735,0.919902913261
737,0.811099258082
738,0.744412331554
740,0.625499753698
742,0.977777777778
743,0.647367267324
745,0.688796182535
746,0.835228672884
747,0.699206349206
748,0.993111111111
749,0.888333333333
750,0.967555555556
753,0.769355555556
755,0.890188582853
756,0.938666666667
758,0.526482227608
760,0.841789546767
762,0.805380778521
763,0.863371111883
765,0.903181818182
767,0.823272323283
768,0.958888888889
770,0.3437
772,0.76047168402
773,0.887111111111
774,0.833333333333
775,0.421533789018
777,0.432041394336
778,0.914820483749
780,0.304603363502
782,0.757332297191
783,0.983777777778
786,0.543163967983
787,0.869198486412
788,0.775729793185
789,0.753391153647
790,0.834248684002
793,0.714548313601
795,0.876419444444
807,0.693420114943
809,0.750385589442
810,0.638129486516
811,0.69
813,0.313851851852
815,0.830356842764
816,0.672689356465
821,0.896382809734
823,0.984575342466
825,0.905102403903
826,0.871788528672
827,0.859191919192
832,0.912543650794
833,0.710833333333
834,0.605856966444
837,0.879722536813
838,0.978666666667
839,0.110437891738
843,0.520356140351
844,0.775326719689
845,0.594262636283
846,0.711337825558
848,0.720661894979
850,0.614533333333
851,0.894023647992
852,0.610932681664
855,0.750733333333
856,0.957333333333
861,0.67245131536
862,0.741979601673
863,0.916288746429
864,0.852756427015
865,0.889739672979
867,0.616366704415
868,0.872149331294
869,0.915507936508
873,0.664740555981
875,0.588229880906
